Datetime,Close,Open
,V,V
2022-12-09 14:30:00+00:00,209.0800018310547,207.91000366210938
2022-12-09 15:30:00+00:00,210.00999450683594,209.1199951171875
2022-12-09 16:30:00+00:00,209.75,210.02999877929688
2022-12-09 17:30:00+00:00,210.0399932861328,209.75
2022-12-09 18:30:00+00:00,210.14999389648438,210.02000427246094
2022-12-09 19:30:00+00:00,210.14999389648438,210.13999938964844
2022-12-09 20:30:00+00:00,208.6699981689453,210.11000061035156
2022-12-12 14:30:00+00:00,212.19000244140625,210.0
2022-12-12 15:30:00+00:00,212.9394989013672,212.16000366210938
2022-12-12 16:30:00+00:00,213.32989501953125,212.9199981689453
2022-12-12 17:30:00+00:00,212.57000732421875,213.3000030517578
2022-12-12 18:30:00+00:00,212.36500549316406,212.58999633789062
2022-12-12 19:30:00+00:00,214.2100067138672,212.38999938964844
2022-12-12 20:30:00+00:00,214.57000732421875,214.22000122070312
2022-12-13 14:30:00+00:00,216.94000244140625,219.5399932861328
2022-12-13 15:30:00+00:00,215.8699951171875,217.0
2022-12-13 16:30:00+00:00,213.41000366210938,215.9199981689453
2022-12-13 17:30:00+00:00,213.42999267578125,213.38999938964844
2022-12-13 18:30:00+00:00,213.7100067138672,213.4499969482422
2022-12-13 19:30:00+00:00,213.0500030517578,213.7100067138672
2022-12-13 20:30:00+00:00,213.22000122070312,213.0800018310547
2022-12-14 14:30:00+00:00,215.08999633789062,212.85000610351562
2022-12-14 15:30:00+00:00,215.8300018310547,215.0749969482422
2022-12-14 16:30:00+00:00,215.44000244140625,215.8300018310547
2022-12-14 17:30:00+00:00,215.4199981689453,215.4199981689453
2022-12-14 18:30:00+00:00,213.72000122070312,215.39999389648438
2022-12-14 19:30:00+00:00,213.11000061035156,213.63999938964844
2022-12-14 20:30:00+00:00,213.2899932861328,213.08999633789062
2022-12-15 14:30:00+00:00,208.22000122070312,210.92999267578125
2022-12-15 15:30:00+00:00,207.97000122070312,208.25999450683594
2022-12-15 16:30:00+00:00,207.88999938964844,207.97999572753906
2022-12-15 17:30:00+00:00,207.39999389648438,207.89100646972656
2022-12-15 18:30:00+00:00,208.3000030517578,207.3800048828125
2022-12-15 19:30:00+00:00,209.17999267578125,208.3249969482422
2022-12-15 20:30:00+00:00,208.27999877929688,209.17999267578125
2022-12-16 14:30:00+00:00,206.71499633789062,207.49000549316406
2022-12-16 15:30:00+00:00,206.3000030517578,206.7050018310547
2022-12-16 16:30:00+00:00,206.49000549316406,206.2899932861328
2022-12-16 17:30:00+00:00,205.89999389648438,206.46499633789062
2022-12-16 18:30:00+00:00,205.5,205.92999267578125
2022-12-16 19:30:00+00:00,207.27499389648438,205.4709930419922
2022-12-16 20:30:00+00:00,206.80999755859375,207.24000549316406
2022-12-19 14:30:00+00:00,207.27000427246094,206.6300048828125
2022-12-19 15:30:00+00:00,205.83999633789062,207.24000549316406
2022-12-19 16:30:00+00:00,204.91470336914062,205.82000732421875
2022-12-19 17:30:00+00:00,205.01040649414062,204.89500427246094
2022-12-19 18:30:00+00:00,204.21060180664062,204.99000549316406
2022-12-19 19:30:00+00:00,204.4199981689453,204.22000122070312
2022-12-19 20:30:00+00:00,204.77000427246094,204.44000244140625
2022-12-20 14:30:00+00:00,204.27000427246094,203.8800048828125
2022-12-20 15:30:00+00:00,204.24000549316406,204.3000030517578
2022-12-20 16:30:00+00:00,205.4499969482422,204.23500061035156
2022-12-20 17:30:00+00:00,205.63409423828125,205.42999267578125
2022-12-20 18:30:00+00:00,206.27000427246094,205.6450958251953
2022-12-20 19:30:00+00:00,205.75999450683594,206.27999877929688
2022-12-20 20:30:00+00:00,205.33999633789062,205.73289489746094
2022-12-21 14:30:00+00:00,207.02999877929688,206.35499572753906
2022-12-21 15:30:00+00:00,206.9600067138672,207.05499267578125
2022-12-21 16:30:00+00:00,206.7017059326172,207.0
2022-12-21 17:30:00+00:00,206.83999633789062,206.69000244140625
2022-12-21 18:30:00+00:00,207.63999938964844,206.82000732421875
2022-12-21 19:30:00+00:00,206.7449951171875,207.64999389648438
2022-12-21 20:30:00+00:00,206.8300018310547,206.75
2022-12-22 14:30:00+00:00,204.82000732421875,205.75
2022-12-22 15:30:00+00:00,204.1750030517578,204.75
2022-12-22 16:30:00+00:00,203.77499389648438,204.1649932861328
2022-12-22 17:30:00+00:00,202.72000122070312,203.8000030517578
